Pais_comprador,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
América del Norte,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",13080523,10956143,13125260,13096655,13062094,12929831,12683914,19478208,17225372,12573537,7200399,6066131,8291146,9683099,13968780,11974861,15255415,11914217,12159849,13185277,13300399,15307332,9242445,7909175,6617387,8002069,8597940,9623465,8540475,8203307,9025751,8142282,9194147,6864719,7177013,8097285,5008323,6531950,6126051,8403415,8649601,7615286,8520894,6345464,6752687,6834928,5654466,5456973,25320791,29667677,42980092,39809993,36359952,38292541,26124217,33435937,32114233,31716998,30755067,28298820,36785577,45896481,50333003,52003330,56312799,54442482,46283263,58672223,50672908,61564325,56702991,49368768,49613705,53325798,76905059,64228766,62485340,58950526,59303534,53242350,52349156,57466410,59179402,47433657,47712902,50604418,56294604,58695592,64044606,56914239,58277770,60266466,55356912,62707128,56626834,44996975,51926299,56235596,60636272,61340806,53245643,55636538,47692102,48109707,59723514,49239973,53310533,45663338,30111773,41266864,46439051,39616725,34744914,38756750,34711587,44691560,53379968,53323497,55071715,58480184,43886315,74388533,86523056,72721577,58730624,56120800,45665035,64791873,60590093,57030884,59938227,56871797,82346284,96933933,120195199,103370348,112818366,118693340,102583684,116121463,114614792,109986169,107997814,109465223,99218888,119616290,126274783,129692511,134215267,125710104,119147235,134473757,121205036,140829130,136715341,131848682,97197536,139327598,148258490,153097853,138127345,133100948,127370478,137532060,139533397,155258572,147980071,134771244,114926827,129158211,143488712,140044880,138710401,142222225,143589249,132245050,149156372,148871740,126792995,138704871,102565838,130235241,142688000,129199723,126981311,128235488,122435760,127568882,135847742,144123826,136192341,130529898,104442971,143211616,147585383,143137566,146935680,139840331,117462444,138494164,136573676,132830799,129073410,124648401,98481191,116896923,134794639,115256555,122668694,146510299,127016049,14901171692
América del Norte,"SECCION XIX Armas y Municiones, y sus partes y Accesorios.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,6903,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2057,N/D,N/D,N/D,447,10,N/D,1077,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,33,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2647500,N/D,190,2658218
América del Norte,SECCION XX Mercancías y Productos Diversos.,6385565,6567263,6009735,5597069,8827475,6597746,6622098,5718692,4776333,4740842,5488712,4495180,4689690,5297501,7287955,5856922,8991948,8029344,7994869,8550259,8410775,23388332,87227660,45687303,20924793,24658833,57662518,73247639,54507150,54770424,58631525,75065815,81616410,79625998,95336568,46258005,10052533,11354618,15466828,15743248,11379756,10492896,8774862,12925458,11165633,13038573,11271398,9343083,11364996,12083453,14594160,12403376,14717286,15889860,14095712,16015192,14232644,14734693,17233996,17021852,15020985,14489813,14705594,14282794,18836476,15979424,15940568,23202622,16147866,20807764,17736926,16878905,17092265,17439043,20362579,17687510,23655604,19374129,16155059,21562401,18713841,23170547,15771978,14905023,14974371,17310480,17850040,17802044,21863913,32337066,20378035,20005907,19087346,23336231,18298689,21631495,19435878,21529062,23979070,23992951,22755341,23734314,26318593,25233847,27524442,22762308,15611733,20923192,14497676,15552846,19151940,16651383,13877008,19167466,19738951,23269070,27319685,28522831,27364059,58580275,44545225,69516870,54991966,33976413,34709637,38938400,25919119,39123726,29931509,27822284,30985580,37723271,31143778,29489205,41358267,25340815,28440458,50095277,24567827,28978385,31269333,31593749,32024800,32331681,31359008,35649403,30627145,29826449,38302547,36544887,26798773,28556652,24225054,31136233,26017765,26241688,26141490,31773297,30054778,32308120,33229386,26650338,31292068,32358662,31480315,38681491,30045806,39270863,38819301,38512616,41261483,44165016,39916554,44287506,44871810,43204652,44318284,66227000,57368555,70088573,55503611,56735026,62515829,63659362,56276795,60926015,55347817,41611049,45290826,48700556,41715509,46222967,34638290,48237436,53683375,47074826,54114174,60351263,51956850,56834196,54641083,55381712,51236077,51173180,44027559,53045681,57379017,52959843,63765683,55595235,48893093,6369155189
América del Norte,SECCION XXI Objetos de Arte o Colección y Antigüedades.,3904,14348,20988,83010,11701,4229,13684,8944,69820,9523,104,2653,16660,23687,35892,18645,23623,16793,25455,18613,13804,19893,21878,14903,15245,18001,44398,14538,26892,11869,22449,10162,16166,16391,13777,23638,7716,22328,21941,36346,15669,18587,11472,30543,13078,79628,54381,29768,1449,26173,35209,14830,23007,15804,13117,37974,115071,32493,21992,31333,3840,4229,1374,862,3160,2471,1522,5492,17193,7922,4279,12432,5010,4253,18701,34018,1072,1924,1356,6507,33544,13,1917,3959,92,7112,3849,4567,19429,1664,1744,5995,5120,2,2625,1221,8340,1032,2742,2646,1280,33988,14019,781,3019,152,22013,567,18157,6291,8480,12820,1811,32548,654,28,7865,13018,33778,2184,5873,17149,32777,20345,17838,28878,8655,12341,5356,32957,18980,51163,6321,26564,59268,26312,28176,53591,9664,10672,6653,7632,63880,2961,10645,34405,14953,10870,60686,32919,14496,6645,40017,21924,3975,50736,35629,11728,10862,7022,41984,5350,21812,502,3773,9158,3623,10004,30466,4492,13493,29619,23219,11154,41747,6918,29184,20652,20637,8477,11478,16014,6372,33406,16290,32770,16459,263598,18290,10704,42353,25844,7935,16106,32466,622102,67919,13070,191522,21528,37279,61477,51443,52755,13258,133598,225472,103210,67035,43229,181201,5588834
América del Norte,SECCION XXII Operaciones Especiales.,124002,60211,63243,228938,167348,165576,118519,140415,265332,205266,16124,37054,219373,220010,255165,81801,84424,84405,55379,81476,96464,64058,61062,63469,71694,93059,55586,69789,93306,82023,128472,99651,90942,96006,186339,219739,193230,116198,141310,179811,226059,183774,153972,221372,179933,193294,163281,238680,17087,31691,31965,132309,175613,16215,25205,29206,9320,13821,42277,11014,10262,15264,9322,12845,6054,6009,10188,10758,11853,8531,10859,19835,6861,271,6310,2824,3235,26183,39992,17268,8185,42703,25577,51898,212669,24205,23694,59987,48668,37924,11486,61251,33903,29368,126002,28714,26989,12311,58021,10334,4764,17037,2977,13635,277562,85872,105201,57743,200838,58783,67714,9936,26164,1048944,8459,237056,53924,144579,120909,415163,133985,349909,161426,37653,304579,262661,197987,43443,206885,21617,31961,1775207,1216017,91614,85668,105783,51654,44804,112081,35689,35287,118922,33367,25913,192335,146792,210618,38016,56056,4266347,6552100,8498738,8690588,9794729,7700760,11142709,13906106,13879582,10664888,12444215,15604719,10886962,26003586,13039473,13835192,8471871,5702042,5305724,12174767,10098828,8794433,10891249,12097360,13559888,11493661,22863402,15865896,13044869,11370815,12508873,12567616,10622358,14611520,18656306,29142568,18252737,20446024,30757085,20924269,20245446,16029216,18651640,16217988,18480774,21191800,22973859,19765374,23758861,23226099,27041080,23045975,25590118,29363539,23098736,22682601,18298100,32123806,30209326,38797626,26993261,30920762,1083066953
América del Norte,SECCION,709543539,586337139,778421894,739453592,983967615,1028718541,1017743262,1268930555,1279982345,1274169372,1235540100,1177766467,1157058167,1112466470,1127008149,1064312034,1119390626,1214029173,1131960053,1099194165,1046357962,1244539823,1168708787,959053458,855488920,935674618,1043037240,1102484187,1101606426,1130561263,1186606811,1135961074,1211412989,1287322674,1178146977,1261978629,945027216,977920712,1015582796,1008770244,929776748,1017064142,1034121862,1033918254,1304466767,1207175824,977261582,1099509498,888638642,964776798,1287349294,1007424911,1105214141,1305356772,1019477312,1027322345,941234476,923516549,1076249684,948037402,817913789,1012393004,1164533992,989741254,1110342060,1039646472,1079180144,1223465830,1014969578,1055579951,1216316484,1073945785,1051376586,988365677,1150302409,1588016996,1218276459,1105638093,1021897538,1139801120,1161149109,1342962347,1229548730,1284574049,1493287206,1464977990,1551834944,1418201825,3007713722,1625758103,1739849993,1699496058,1642347370,1827664405,1642594315,1868732770,1939541415,1807348867,1978768820,2019587899,1634745071,1900309318,1921891577,1825588676,2066701583,1800037688,1703794104,1740128521,1409684353,1616180413,1701144534,1500445560,1537461656,1915193637,1550668204,1537429183,1823910033,1664893991,1883217552,2038442265,1677457593,1871336372,2057387628,1827713590,2009414278,2002173839,1894397543,2173760471,2043288354,2044874843,2138704230,2220708984,1991151681,2176374159,2519108216,2310921337,2550905577,2346281731,2199769522,2459148830,2453332852,2345175272,2393458251,2363466836,2271666897,2273156297,2633176735,2594561969,2537337565,2584693324,2448852837,2488361982,2413190553,2598512688,2422906594,2527034927,2253121440,2303050245,2347640253,2656983512,2673980327,2566667535,2690269272,2629314250,2538862060,2663885170,2532976554,2726758267,2336214843,2385261315,2773190717,2805849327,2677180118,2741728381,2847612753,2729978351,3359854445,3187310639,2660833698,3136397812,2576379694,2569934019,2887273749,3444090436,2813692966,2962705701,3129370219,2883043421,3044763387,3266452810,3065080634,3274415201,2820343960,3162935662,3343140492,3354675657,3266962901,3212135453,3094528639,3154792473,3175156079,2657343209,2694219730,2736471980,2476390936,2879757082,3013420240,2920335060,3207812716,2910802218,2754426402,3.93421E+11
Paises no declarados,SECCION I Animales Vivos,2430,N/D,N/D,25,N/D,N/D,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,57392,2,N/D,60600,55230,N/D,47655,N/D,N/D,N/D,85,145,N/D,N/D,21257,N/D,25469,71094,N/D,N/D,N/D,N/D,N/D,25525,N/D,67331,N/D,N/D,16659,N/D,34566,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,22551,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,508020
Paises no declarados,SECCION II Productos del Reino Vegetal.,2030,180,N/D,5,N/D,N/D,281,60,7,N/D,N/D,N/D,N/D,N/D,20445,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1035,182,1039,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,55,N/D,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2184,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,27508
Paises no declarados,SECCION III Grasas y Aceites Animales o Vegetales; Productos de su Desdoblamiento; Grasas Alimenticias Elaboradas; Ceras de Origen Animal o Vegetal.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,930,N/D,N/D,600,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1531
Paises no declarados,"SECCION IV Productos de las Industrias Alimentarias; Bebidas, Líquidos Alcohólicos y Vinagre; Tabaco y Sucedáneos del Tabaco Elaborados.",76514,361115,597673,368310,293630,350058,148184,49898,790012,171748,217402,1184696,459192,155798,157724,169287,129626,285796,535763,N/D,161287,165340,65185,493602,213577,410393,399578,276793,430007,356566,298380,175957,28994,311836,147433,479122,88398,205039,310775,322174,533664,370464,190165,63343,143631,406705,332531,403463,645460,336705,597319,745839,784656,238395,660976,345338,437545,231579,641564,384969,561600,453349,849681,304774,498610,640250,180049,308936,428998,572284,397145,475250,77147,376665,1202880,275866,324517,208354,109065,31914,16715,90610,181787,102425,85257,172432,491840,262736,351273,59400,13352,64409,145626,51359,48158,371253,191161,160736,352787,361763,175294,226706,431336,204552,104874,271987,127151,140760,110371,564194,219205,182043,65082,13893,31477,239405,140535,117982,133255,188089,157536,411108,498305,190956,299026,231798,188379,76271,78900,59441,76808,81528,314935,677851,835359,271765,205082,508505,141977,153368,146332,222017,270251,371151,501839,255451,184966,449920,573269,113806,137217,62446,248619,291757,298296,250123,403763,740531,524622,584145,339895,252050,234491,77092,520291,761805,575814,408537,548732,328415,495923,201409,347336,164915,71342,116515,346866,302344,326881,440622,246136,344552,433661,353775,162434,403831,110350,185452,202941,140752,80134,34837,54231,41372,52728,10190,19478,8525,38758,18894,68919,58104,53973,9160,25550,23592,22393,6410,37832,8357,9030,58094822
Paises no declarados,SECCION V Productos Minerales.,N/D,N/D,10,N/D,N/D,9,50,N/D,1060,N/D,N/D,N/D,6976,N/D,N/D,N/D,N/D,N/D,5903,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1,575,N/D,N/D,N/D,392,N/D,N/D,N/D,18308,36616,5307,54900,N/D,7400,36967,54328,99827,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,328629
Paises no declarados,SECCION VI Productos de las Industrias Químicas o de las Industrias Conexas.,4582,14397,1500,1398,357388,313138,285702,17523,14647,494119,30264,2756,103,2768,N/D,18358,172990,29957,19369,27011,172077,36763,4675710,53497,19275,20510,24728,8649,45466,486,19993,48347,20756,576,56055,N/D,21172,53106,21592,14941,85608,39216,45418,37820,30503,26823,42515,61975,N/D,59535,40203,40489,19425,19637,19977,38140,20500,36612,16537,N/D,46791,17686,17720,36652,17514,N/D,17513,50613,10868,N/D,N/D,10386,39309,37665,43821,N/D,N/D,48416,18665,28663,19590,19580,50064,58988,N/D,39313,9142,N/D,59640,57492,N/D,531,23578,451,22769,44609,583,21955,22495,112748,1071,62359,488,48173,1108,24482,78974,430,49163,24214,289,24225,N/D,N/D,N/D,N/D,N/D,N/D,N/D,23707,N/D,N/D,N/D,N/D,N/D,N/D,26118,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,9173211
Paises no declarados,SECCION VII Plástico y sus Manufacturas; Caucho y sus Manufacturas.,2993,6007,2803,4379,86498,9709,31704,4375,7420,14931,5258,4458,16072,2,73598,27,411,112795,178,44640,8856,4820,25492,500,5850,6941,N/D,3711,24944,62644,376,1106,N/D,19940,1301,1169,14256,51372,18654,57207,10472,84,5743,1475,3956,3611,45109,49538,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,108,112,29,53,33,25,N/D,27,39,121,122,N/D,109,102,254,N/D,N/D,N/D,40,47,129,713,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,859445
Paises no declarados,"SECCION VIII Pieles, Cueros, Peletería y Manufacturas de estas Materias; Artículos de Talabartería o Guarnicionería; Artículos de Viaje, bolsos de Mano y Continentes Similares; Manufacturas de Tripa.",1067,1770,40,207,800,1536,532,34309,998,16348,3308,144,N/D,N/D,N/D,N/D,30,N/D,N/D,N/D,N/D,48123,N/D,N/D,N/D,N/D,N/D,236,4515,1,315,40,N/D,3256,N/D,N/D,N/D,70534,6418,90932,N/D,4739,N/D,N/D,5102,124082,50,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,843,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5035,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,197,N/D,N/D,525,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,426031
